Employee_ID,Gender,Age,Marital_Status,City,Department,Job_Role,Education,Experience_Years,Employment_Type,Joining_Date,Last_Working_Date,Tenure_Years,Salary,Performance_Rating,Performance_Improvement_Plan,Num_Trainings,Leave_Count,Manager_ID,Attrition
E104130,Female,35,Single,Ahmedabad,IT,Data Analyst,Masters,8.5,Full-time,2022-03-11,,3.63,56158,3,No,1,5,E102602,No
E104131,Female,30,Married,Delhi,Customer Support,Support Agent,Bachelors,4.0,Contract,2014-12-12,,10.88,38619,4,No,0,4,E101427,No
E104132,Male,37,Single,Chennai,Sales,Sales Representative,Bachelors,7.4,Contract,2023-01-03,,2.82,45250,4,No,0,15,,No
E104133,Male,33,Married,Bengaluru,Finance,Financial Analyst,Bachelors,2.4,Full-time,2012-08-02,,13.24,43689,1,No,1,6,E101045,No
E104134,Male,21,Married,Bengaluru,R&D,Product Analyst,Bachelors,1.0,Full-time,2015-10-23,,10.02,36063,3,No,0,7,,No
E104135,Male,34,Single,Delhi,Marketing,Content Specialist,Bachelors,7.5,Full-time,2017-04-22,2018-02-07,0.8,48036,2,No,1,8,E103867,Yes
E104136,Female,21,Single,Delhi,Operations,Operations Manager,Bachelors,1.0,Full-time,2025-07-18,,0.28,30501,3,No,6,5,E101684,No
E104137,Female,35,Single,Ahmedabad,IT,Software Engineer,High School,10.8,Full-time,2008-10-01,,17.07,61577,3,No,2,4,E101555,No
E104138,Female,30,Single,Mumbai,Operations,Logistics Coordinator,MBA,3.1,Full-time,2017-10-27,,8.0,39740,4,Yes,2,4,E103284,No
E104139,Male,26,Married,Hyderabad,R&D,Product Analyst,Bachelors,1.6,Full-time,2011-12-04,,13.9,39431,4,No,4,5,E101405,No
E104140,Male,43,Single,Kolkata,Customer Support,Support Lead,Masters,18.6,Full-time,2018-09-09,,7.13,66274,2,No,4,6,E103248,No
E104141,Male,29,Single,Chennai,Marketing,Content Specialist,Masters,4.7,Full-time,2015-12-21,,9.85,43643,2,No,0,4,E102671,No
E104142,Male,30,Divorced,Bengaluru,R&D,Product Analyst,Masters,5.6,Full-time,2024-02-26,,1.67,44145,4,No,3,7,E101661,No
E104143,Female,31,Married,Delhi,Customer Support,Support Agent,Masters,2.2,Full-time,2010-07-08,,15.31,34820,5,No,0,4,E101962,No
E104144,Male,21,Single,Pune,Operations,Logistics Coordinator,Masters,1.0,Full-time,2014-06-07,,11.39,43442,3,No,3,6,E104318,No
E104145,Other,40,Married,Kolkata,Customer Support,Support Lead,Bachelors,19.0,Full-time,2019-12-07,,5.89,66307,3,No,1,8,E101012,No
E104146,Male,28,Married,Delhi,Sales,Sales Representative,Bachelors,2.7,Full-time,2017-09-24,,8.09,42611,2,No,0,2,E100988,No
E104147,Male,28,Single,Kolkata,Operations,Logistics Coordinator,Masters,3.8,Full-time,2014-09-17,,11.11,42791,4,No,1,7,E100637,No
E104148,Male,32,Single,Bengaluru,Operations,Operations Manager,Bachelors,1.5,Full-time,2016-01-24,2017-10-11,1.71,30615,2,No,0,8,E102642,Yes
E104149,Male,30,Married,Pune,Marketing,Brand Manager,Bachelors,3.9,Full-time,2022-04-23,,3.52,41178,2,No,1,3,E101553,No
E104150,Male,31,Married,Chennai,IT,Junior Developer,Bachelors,8.8,Full-time,2023-03-10,,2.64,56910,5,No,2,7,,No
E104151,Male,21,Married,Kolkata,IT,Junior Developer,Bachelors,1.0,Full-time,2023-06-07,,2.39,28812,3,No,2,7,E101643,No
E104152,Female,36,Married,Bengaluru,Customer Support,Support Lead,Bachelors,12.9,Full-time,2022-03-10,,3.64,51148,1,No,1,4,E103088,No
E104153,Male,30,Single,Hyderabad,R&D,Research Analyst,Bachelors,6.2,Full-time,2024-11-13,,0.96,43091,3,No,2,7,E104443,No
E104154,Male,24,Married,Delhi,IT,Junior Developer,Bachelors,2.5,Full-time,2024-03-27,,1.59,43573,3,No,0,3,E102801,No
E104155,Female,33,Single,Chennai,Marketing,Digital Marketing Executive,Masters,6.7,Full-time,2008-01-08,2025-04-29,17.31,42927,1,No,3,3,E102912,Yes
E104156,Male,23,Married,Delhi,Customer Support,Support Agent,Masters,3.0,Full-time,2015-08-31,,10.16,29871,3,No,2,7,E100220,No
E104157,Male,33,Single,Chennai,Operations,Operations Manager,Bachelors,13.0,Full-time,2009-02-23,,16.68,62267,4,No,4,5,E104400,No
E104158,Male,26,Single,Bengaluru,Finance,Accountant,High School,3.2,Contract,2012-04-11,,13.55,36959,3,No,2,4,E104002,No
E104159,Male,21,Single,Ahmedabad,Operations,Logistics Coordinator,Bachelors,1.0,Full-time,2016-07-12,,9.3,32176,3,No,2,5,E104829,No
E104160,Male,25,Married,Kolkata,Operations,Operations Manager,Masters,2.4,Full-time,2011-04-25,,14.51,41244,4,No,0,3,E100637,No
E104161,Male,42,Single,Pune,Operations,Operations Executive,Bachelors,8.1,Full-time,2012-09-18,,13.11,48375,3,No,2,9,E101365,No
E104162,Male,22,Single,Bengaluru,Marketing,Brand Manager,Masters,2.0,Full-time,2016-02-09,2022-05-17,6.27,32848,2,No,0,6,E101095,Yes
E104163,Male,33,Single,Kolkata,R&D,Research Analyst,Masters,7.1,Full-time,2012-10-14,,13.04,47563,4,No,1,8,E104590,No
E104164,Male,38,Single,Hyderabad,Customer Support,Support Agent,Bachelors,6.0,Full-time,2011-07-15,2020-07-15,9.0,41633,2,Yes,5,6,E101012,Yes
E104165,Female,26,Single,Kolkata,IT,DevOps Engineer,Bachelors,3.1,Full-time,2014-05-15,,11.46,47070,3,Yes,0,7,E104032,No
E104166,Female,29,Single,Chennai,R&D,Scientist,Bachelors,8.8,Full-time,2012-12-28,,12.83,54795,2,No,4,3,E100989,No
E104167,Female,32,Single,Delhi,Sales,Sales Executive,High School,3.6,Contract,2016-06-01,,9.41,37120,3,No,1,9,E103671,No
E104168,Female,36,Married,Pune,Customer Support,Support Agent,MBA,8.0,Full-time,2014-07-04,,11.32,40942,4,No,2,2,E101587,No
E104169,Female,31,Single,Kolkata,Sales,Sales Representative,Bachelors,9.2,Contract,2015-11-23,,9.93,48011,3,No,0,6,E104078,No
E104170,Female,27,Single,Delhi,HR,HR Executive,Bachelors,5.3,Full-time,2025-05-12,,0.46,50111,3,No,1,6,E101278,No
E104171,Female,41,Married,Kolkata,Customer Support,Support Agent,Masters,11.3,Full-time,2021-04-04,,4.57,48168,5,No,4,5,E100127,No
E104172,Male,37,Single,Chennai,Sales,Sales Representative,Bachelors,8.2,Full-time,2010-05-17,2019-01-20,8.68,38001,2,No,0,4,E103853,Yes
E104173,Male,37,Single,Ahmedabad,IT,Senior Developer,MBA,8.9,Full-time,2018-07-22,,7.27,51095,4,No,3,5,E100545,No
E104174,Female,44,Married,Bengaluru,Finance,Financial Analyst,Bachelors,14.1,Full-time,2012-09-28,,13.08,63219,3,No,3,6,E103468,No
E104175,Male,27,Single,Ahmedabad,Finance,Accountant,Bachelors,4.5,Full-time,2008-05-05,,17.48,38256,3,Yes,2,7,E100058,No
E104176,Female,42,Divorced,Mumbai,R&D,Research Analyst,Bachelors,10.8,Full-time,2024-10-19,,1.02,52245,3,No,2,5,E104222,No
E104177,Male,43,Married,Chennai,Sales,Sales Manager,High School,20.7,Full-time,2025-05-29,,0.42,74484,1,No,1,8,E102810,No
E104178,Female,33,Single,Pune,HR,HR Manager,Bachelors,6.6,Full-time,2009-06-24,,16.34,46414,2,No,0,4,E102864,No
E104179,Female,38,Married,Hyderabad,IT,DevOps Engineer,Masters,10.0,Full-time,2011-07-06,,14.31,47162,2,No,3,10,E103020,No
E104180,Male,26,Married,Pune,Sales,Sales Executive,Masters,4.9,Full-time,2019-06-01,2023-07-20,4.13,42814,5,No,2,9,E102785,Yes
E104181,Female,24,Married,Delhi,IT,Software Engineer,Masters,2.6,Full-time,2021-08-14,2024-03-11,2.57,39516,2,Yes,4,8,E101274,Yes
E104182,Female,37,Married,Ahmedabad,IT,Senior Developer,Masters,8.8,Full-time,2011-01-18,,14.78,50114,2,No,1,7,E104032,No
E104183,Female,35,Single,Hyderabad,Marketing,Content Specialist,High School,7.3,Contract,2023-06-07,,2.39,46810,3,No,2,6,E101658,No
E104184,Male,28,Married,Kolkata,IT,Senior Developer,Masters,0.0,Full-time,2013-05-17,,12.45,33876,2,No,3,7,E101513,No
E104185,Female,29,Single,Chennai,Finance,Finance Manager,Bachelors,4.9,Full-time,2013-10-05,,12.06,44732,2,No,0,4,E103145,No
E104186,Female,26,Married,Pune,Finance,Finance Manager,Bachelors,3.5,Full-time,2013-01-15,,12.78,42899,4,Yes,2,7,E101744,No
E104187,Male,39,Married,Kolkata,Sales,Sales Representative,Bachelors,6.5,Full-time,2021-04-01,,4.57,47227,4,No,2,9,E103709,No
E104188,Male,32,Married,Hyderabad,Sales,Sales Representative,High School,8.5,Contract,2019-02-11,,6.71,49348,3,No,2,6,E101051,No
E104189,Female,31,Married,Bengaluru,HR,HR Manager,Masters,7.1,Full-time,2011-10-27,,14.0,43917,5,No,2,6,E100182,No
E104190,Female,36,Single,Ahmedabad,HR,HR Executive,Bachelors,15.7,Full-time,2010-05-28,,15.42,67508,3,No,5,5,E102576,No
E104191,Male,32,Single,Mumbai,HR,HR Manager,MBA,8.3,Full-time,2015-12-30,2020-07-31,4.59,47242,4,No,6,5,E100942,Yes
E104192,Male,27,Single,Chennai,Marketing,Content Specialist,Masters,4.8,Full-time,2021-06-06,,4.39,39572,4,No,2,12,E103762,No
E104193,Male,30,Single,Kolkata,Customer Support,Support Lead,High School,4.5,Full-time,2014-07-21,2024-04-05,9.71,36538,2,Yes,4,8,E102795,Yes
E104194,Male,35,Single,Mumbai,R&D,Scientist,High School,9.3,Full-time,2012-09-22,,13.1,55358,3,No,1,8,E101661,No
E104195,Female,33,Single,Hyderabad,IT,Senior Developer,Bachelors,4.8,Full-time,2013-07-16,,12.28,44732,4,No,0,7,E101388,No
E104196,Male,30,Single,Pune,Operations,Operations Executive,Bachelors,4.0,Full-time,2010-12-20,,14.86,49174,3,No,6,8,E103985,No
E104197,Female,34,Married,Chennai,Customer Support,Support Lead,MBA,11.8,Contract,2012-05-27,,13.42,56879,2,Yes,2,9,E102969,No
E104198,Male,36,Single,Delhi,Customer Support,Support Lead,Bachelors,11.2,Full-time,2016-08-23,,9.18,47381,4,No,2,1,E101427,No
E104199,Female,21,Single,Chennai,Marketing,Digital Marketing Executive,Masters,0.5,Full-time,2025-02-09,,0.71,30257,3,No,2,6,,No
E104200,Female,27,Single,Kolkata,Operations,Operations Executive,Bachelors,3.5,Full-time,2015-10-03,,10.07,43950,3,No,0,6,,No
E104201,Female,21,Single,Chennai,Finance,Financial Analyst,Bachelors,0.0,Full-time,2010-01-31,,15.74,28514,3,No,3,6,E103346,No
E104202,Female,37,Single,Hyderabad,HR,HR Manager,Bachelors,4.9,Full-time,2024-04-25,,1.51,42052,3,No,1,4,E104768,No
E104203,Female,38,Single,Mumbai,R&D,Research Analyst,Masters,14.4,Full-time,2021-10-24,,4.01,69754,3,No,2,5,E100170,No
E104204,Female,37,Single,Hyderabad,Sales,Sales Representative,Bachelors,16.5,Full-time,2015-07-18,,10.28,66880,5,No,3,7,E103636,No
E104205,Male,28,Married,Mumbai,R&D,Scientist,Bachelors,5.6,Full-time,2013-08-16,2014-04-06,0.64,42024,2,No,3,3,E103793,Yes
E104206,Male,27,Married,Delhi,Operations,Operations Manager,Masters,7.0,Full-time,2024-09-22,,1.1,39857,3,No,2,13,E103588,No
E104207,Female,43,Single,Pune,Sales,Sales Manager,Masters,17.5,Full-time,2012-10-23,,13.01,66247,3,No,2,6,E104864,No
E104208,Female,36,Married,Ahmedabad,Sales,Sales Manager,MBA,13.8,Full-time,2023-03-12,2025-05-16,2.18,56746,4,No,4,3,E100988,Yes
E104209,Male,38,Single,Kolkata,Customer Support,Support Agent,Bachelors,7.9,Full-time,2010-08-30,,15.16,43394,4,No,1,6,E100928,No
E104210,Male,34,Single,Kolkata,Sales,Sales Manager,Bachelors,9.9,Contract,2011-04-06,,14.56,46752,4,No,3,2,E104078,No
E104211,Female,33,Single,Delhi,Customer Support,Support Lead,Masters,6.7,Full-time,2025-04-10,,0.55,43012,3,No,2,6,E100286,No
E104212,Female,28,Married,Pune,HR,HR Executive,Masters,7.0,Full-time,2020-12-13,,4.87,43296,3,No,2,6,E100458,No
E104213,Female,30,Married,Delhi,HR,Recruiter,High School,5.8,Full-time,2020-07-25,2025-02-03,4.53,48402,3,No,0,3,E104293,Yes
E104214,Male,33,Single,Hyderabad,Operations,Operations Manager,Masters,5.2,Full-time,2012-07-22,,13.27,37254,3,No,2,3,E101334,No
E104215,Male,29,Single,Mumbai,HR,Recruiter,Bachelors,6.7,Contract,2024-11-07,,0.97,44870,2,Yes,1,8,E100725,No
E104216,Male,32,Single,Hyderabad,Marketing,Brand Manager,MBA,4.1,Full-time,2024-06-19,,1.36,38776,3,Yes,2,5,E100080,No
E104217,Female,29,Married,Chennai,Marketing,Digital Marketing Executive,Bachelors,9.0,Full-time,2009-02-21,,16.68,49780,3,No,1,1,E100360,No
E104218,Female,33,Single,Ahmedabad,Customer Support,Support Lead,High School,4.6,Full-time,2024-08-10,,1.22,45749,3,No,0,4,E101376,No
E104219,Female,21,Single,Hyderabad,IT,Data Analyst,Bachelors,1.0,Contract,2024-08-27,,1.17,32566,1,No,2,8,E100326,No
E104220,Other,37,Married,Bengaluru,Marketing,Brand Manager,Masters,13.0,Full-time,2022-05-26,,3.43,64876,1,No,0,9,E102671,No
E104221,Male,32,Divorced,Pune,R&D,Product Analyst,Bachelors,7.2,Full-time,2016-03-19,,9.61,52539,2,No,3,11,E103793,No
E104222,Female,32,Married,Chennai,R&D,Product Analyst,MBA,0.0,Contract,2009-07-02,,16.32,31570,5,No,2,4,,No
E104223,Male,32,Single,Bengaluru,Sales,Sales Representative,MBA,6.4,Full-time,2009-03-27,2019-01-17,9.81,39119,4,No,0,7,E103989,Yes
E104224,Male,33,Married,Mumbai,R&D,Scientist,Bachelors,8.6,Full-time,2014-06-29,,11.33,52329,2,Yes,1,4,E101565,No
E104225,Male,27,Single,Pune,Finance,Finance Manager,High School,3.5,Contract,2009-01-17,,16.78,44913,2,No,1,9,E101407,No
E104226,Male,32,Single,Ahmedabad,Marketing,Digital Marketing Executive,High School,10.0,Full-time,2025-05-31,,0.41,48719,5,No,2,6,E103308,No
E104227,Male,35,Single,Ahmedabad,Sales,Sales Manager,Bachelors,10.0,Full-time,2024-08-16,2025-03-30,0.62,51859,4,No,0,5,E103656,Yes
E104228,Female,28,Single,Ahmedabad,Sales,Sales Manager,Masters,7.9,Full-time,2008-07-11,2024-02-10,15.58,46222,2,No,0,7,E103923,Yes
E104229,Male,22,Single,Kolkata,Marketing,Digital Marketing Executive,Bachelors,1.1,Full-time,2011-10-07,,14.06,32416,3,No,2,3,E102001,No
E104230,Male,33,Single,Delhi,R&D,Research Analyst,Bachelors,9.4,Full-time,2013-03-16,,12.62,54511,3,No,3,13,E103793,No
E104231,Male,29,Single,Ahmedabad,HR,HR Manager,PhD,7.7,Full-time,2014-05-05,,11.48,52491,3,No,1,7,E102678,No
E104232,Female,31,Married,Mumbai,Customer Support,Support Lead,Bachelors,11.0,Contract,2008-06-24,,17.34,53461,4,No,2,6,E102969,No
E104233,Male,30,Single,Bengaluru,Customer Support,Support Agent,Masters,5.3,Full-time,2013-10-09,,12.05,41996,2,Yes,2,6,E102708,No
E104234,Female,27,Single,Bengaluru,Sales,Sales Representative,PhD,2.9,Full-time,2009-03-30,,16.58,28811,3,No,2,5,E104378,No
E104235,Male,34,Single,Mumbai,Customer Support,Support Lead,Bachelors,12.4,Full-time,2012-01-04,,13.82,48814,3,No,2,5,E100127,No
E104236,Female,21,Married,Kolkata,Marketing,Digital Marketing Executive,Masters,0.4,Full-time,2015-07-06,,10.31,30270,3,No,3,6,E101627,No
E104237,Male,36,Single,Delhi,Finance,Finance Manager,MBA,4.5,Full-time,2016-03-14,,9.62,43351,3,No,1,8,E100760,No
E104238,Female,28,Single,Ahmedabad,HR,HR Executive,Bachelors,5.3,Contract,2016-06-24,,9.34,43294,3,No,1,7,E100458,No
E104239,Female,22,Single,Hyderabad,R&D,Product Analyst,MBA,0.0,Full-time,2010-12-28,,14.83,39958,2,No,1,9,E102688,No
E104240,Male,36,Married,Pune,Customer Support,Support Agent,High School,10.4,Full-time,2008-03-09,,17.64,49043,2,No,0,10,E100127,No
E104241,Female,36,Married,Ahmedabad,Operations,Operations Executive,Bachelors,12.7,Full-time,2010-01-28,,15.75,58294,3,No,2,8,E104081,No
E104242,Male,26,Married,Kolkata,IT,Data Analyst,Masters,1.5,Full-time,2015-02-17,2021-08-03,6.46,30478,4,No,3,5,E103535,Yes
E104243,Female,35,Single,Mumbai,Customer Support,Support Agent,Bachelors,6.6,Full-time,2022-12-04,,2.9,46093,3,No,1,7,E104121,No
E104244,Male,38,Married,Ahmedabad,Operations,Operations Executive,Bachelors,17.4,Full-time,2021-02-13,,4.7,61885,4,No,3,3,E100637,No
E104245,Female,38,Married,Delhi,Finance,Accountant,Bachelors,16.8,Full-time,2012-06-09,2018-08-05,6.15,65863,4,No,2,6,E103348,Yes
E104246,Male,24,Single,Ahmedabad,Marketing,Brand Manager,High School,2.8,Full-time,2012-06-04,,13.4,42722,3,No,3,4,E102912,No
E104247,Female,42,Single,Delhi,Marketing,Brand Manager,Bachelors,18.2,Full-time,2017-09-05,,8.15,73515,3,No,4,1,E101265,No
E104248,Male,36,Married,Hyderabad,Operations,Operations Executive,Bachelors,6.3,Full-time,2008-11-16,2025-09-02,16.79,40337,2,No,0,4,E100805,Yes
E104249,Male,27,Single,Ahmedabad,HR,HR Executive,Bachelors,3.5,Full-time,2014-02-10,,11.71,37553,3,No,0,6,E100349,No
E104250,Female,26,Married,Ahmedabad,Sales,Sales Representative,MBA,3.1,Full-time,2020-06-02,2024-04-26,3.9,37599,2,No,1,8,E103656,Yes
E104251,Female,36,Single,Chennai,HR,HR Executive,Bachelors,10.6,Full-time,2008-05-28,,17.42,52039,4,Yes,3,7,E103522,No
E104252,Male,38,Married,Pune,Operations,Logistics Coordinator,Bachelors,13.2,Full-time,2019-05-23,,6.43,52382,3,No,2,0,E101236,No
E104253,Male,34,Single,Mumbai,Sales,Sales Representative,High School,5.4,Full-time,2024-08-14,,1.2,44477,1,Yes,1,5,E101988,No
E104254,Female,40,Single,Chennai,HR,Recruiter,High School,18.0,Full-time,2024-02-29,2025-07-15,1.37,63986,4,No,2,7,E104740,Yes
E104255,Male,35,Single,Delhi,Sales,Sales Representative,Bachelors,10.5,Full-time,2020-09-30,2022-08-12,1.86,51563,4,No,1,8,E100988,Yes
E104256,Female,36,Married,Hyderabad,Customer Support,Support Agent,MBA,3.8,Full-time,2017-06-19,,8.36,31704,3,No,2,5,E102709,No
E104257,Male,33,Single,Pune,Marketing,Digital Marketing Executive,Bachelors,7.5,Full-time,2016-11-22,,8.93,50140,3,No,0,6,E103245,No
E104258,Male,37,Single,Hyderabad,IT,Software Engineer,Masters,11.7,Full-time,2015-03-14,,10.63,52921,3,No,1,5,E103485,No
E104259,Male,32,Single,Chennai,HR,HR Executive,Masters,3.8,Full-time,2013-10-28,,12.0,38836,3,No,3,8,E102756,No
E104260,Male,35,Married,Delhi,Customer Support,Support Lead,Masters,8.9,Full-time,2019-01-05,,6.81,42167,4,No,4,1,E102806,No
E104261,Male,34,Single,Mumbai,HR,HR Executive,MBA,8.1,Full-time,2020-10-11,,5.05,45549,1,No,5,5,E101574,No
E104262,Female,21,Single,Kolkata,Customer Support,Support Lead,Bachelors,0.0,Full-time,2020-08-21,,5.19,25252,2,No,4,8,E100800,No
E104263,Female,31,Single,Chennai,Operations,Operations Executive,Bachelors,7.7,Full-time,2014-01-30,,11.74,48700,3,No,2,9,E104438,No
E104264,Male,26,Married,Chennai,R&D,Scientist,MBA,3.0,Full-time,2025-06-23,,0.35,39646,1,No,3,2,E101405,No
E104265,Male,40,Married,Mumbai,Operations,Operations Manager,Bachelors,6.2,Full-time,2012-06-27,,13.34,47830,2,No,3,5,E104318,No
E104266,Female,33,Married,Hyderabad,Finance,Accountant,High School,7.2,Full-time,2011-02-27,,14.67,49107,2,No,3,5,E101751,No
E104267,Male,21,Single,Delhi,R&D,Product Analyst,Bachelors,1.0,Contract,2021-09-21,,4.1,34006,5,Yes,1,4,E101214,No
E104268,Male,26,Married,Kolkata,Customer Support,Support Lead,Bachelors,1.4,Full-time,2017-10-08,,8.05,25671,2,No,1,4,E101427,No
E104269,Male,22,Single,Bengaluru,IT,Data Analyst,Bachelors,2.0,Full-time,2013-09-14,2016-08-14,2.92,39566,5,No,3,4,E102801,Yes
E104270,Female,21,Married,Pune,Finance,Finance Manager,Masters,0.0,Contract,2020-07-31,2025-05-07,4.77,26630,5,No,3,4,E103145,Yes
E104271,Female,31,Married,Bengaluru,Sales,Sales Executive,Masters,4.4,Full-time,2018-03-11,,7.63,34503,4,Yes,0,3,E103217,No
E104272,Female,37,Single,Hyderabad,R&D,Research Analyst,High School,11.5,Full-time,2010-12-29,,14.83,57738,4,No,5,5,E103072,No
E104273,Male,27,Single,Chennai,Customer Support,Support Lead,Bachelors,4.7,Full-time,2022-05-30,,3.41,35189,1,No,1,7,E100286,No
E104274,Male,24,Married,Bengaluru,Marketing,Content Specialist,High School,3.1,Full-time,2010-10-10,,15.05,41090,3,No,2,8,E103867,No
E104275,Female,21,Single,Kolkata,Customer Support,Support Lead,Masters,1.0,Full-time,2024-09-13,,1.12,32789,3,No,0,12,E103135,No
E104276,Male,29,Single,Delhi,Marketing,Brand Manager,Bachelors,6.7,Full-time,2014-08-15,,11.2,52454,4,No,3,6,E103272,No
E104277,Male,23,Single,Bengaluru,Sales,Sales Representative,Bachelors,3.0,Full-time,2022-05-29,,3.42,35718,3,No,2,6,E103584,No
E104278,Female,22,Single,Chennai,R&D,Scientist,Masters,0.1,Full-time,2014-05-03,,11.49,39430,3,No,2,11,E102551,No
E104279,Male,25,Single,Bengaluru,IT,Data Analyst,Bachelors,2.7,Contract,2025-02-20,,0.68,32524,3,No,3,6,E101061,No
E104280,Male,41,Single,Pune,R&D,Scientist,Bachelors,11.9,Full-time,2011-09-12,,14.13,57579,2,No,0,9,E104134,No
E104281,Female,27,Single,Delhi,HR,Recruiter,Bachelors,4.3,Full-time,2019-10-21,2023-06-07,3.63,45180,4,No,3,1,E102718,Yes
E104282,Male,25,Married,Kolkata,Customer Support,Support Agent,Bachelors,0.0,Full-time,2020-02-27,,5.67,24246,3,No,2,4,E101039,No
E104283,Female,40,Single,Hyderabad,Marketing,Digital Marketing Executive,High School,13.3,Full-time,2022-01-13,,3.79,61491,1,No,2,11,E103904,No
E104284,Female,32,Single,Ahmedabad,Finance,Accountant,Masters,8.7,Full-time,2023-09-26,,2.09,45041,3,No,2,1,E100760,No
E104285,Female,34,Single,Mumbai,Finance,Finance Manager,Bachelors,7.3,Full-time,2015-02-11,,10.71,49745,2,No,0,9,,No
E104286,Male,41,Single,Ahmedabad,Marketing,Brand Manager,Bachelors,11.5,Full-time,2024-09-25,,1.09,57207,2,No,0,3,E102052,No
E104287,Male,23,Single,Kolkata,R&D,Product Analyst,Masters,2.1,Full-time,2009-10-04,,16.07,43018,2,No,1,16,E104590,No
E104288,Male,34,Married,Pune,Finance,Finance Manager,Masters,6.5,Full-time,2023-10-18,,2.03,49569,3,No,2,4,E101601,No
E104289,Female,31,Married,Chennai,HR,HR Executive,Bachelors,4.8,Full-time,2022-02-19,2022-08-03,0.45,42769,2,No,0,9,E102182,Yes
E104290,Male,23,Single,Kolkata,HR,Recruiter,Bachelors,3.0,Full-time,2019-05-01,,6.49,32570,3,No,3,5,E101278,No
E104291,Male,30,Married,Ahmedabad,Customer Support,Support Lead,MBA,5.1,Contract,2023-11-17,,1.95,40562,1,No,3,6,E102865,No
E104292,Female,23,Single,Bengaluru,R&D,Product Analyst,Bachelors,1.2,Full-time,2022-06-18,,3.36,43992,4,No,5,3,E101133,No
E104293,Female,28,Married,Kolkata,HR,HR Executive,High School,7.0,Full-time,2016-11-10,,8.96,42651,3,No,0,4,,No
E104294,Male,31,Single,Delhi,IT,Senior Developer,Bachelors,7.0,Full-time,2024-12-04,,0.9,48063,2,No,1,8,E101513,No
E104295,Female,24,Married,Mumbai,Sales,Sales Representative,Bachelors,1.2,Full-time,2023-12-30,2024-11-25,0.91,44328,2,Yes,2,5,E103636,Yes
E104296,Female,31,Single,Bengaluru,Operations,Logistics Coordinator,MBA,9.6,Full-time,2022-05-18,,3.45,55451,3,No,0,9,E101445,No
E104297,Female,28,Married,Bengaluru,Marketing,Content Specialist,MBA,5.9,Full-time,2012-06-13,,13.37,48297,3,No,3,5,E101024,No
E104298,Male,39,Single,Pune,Sales,Sales Manager,Bachelors,9.8,Full-time,2013-09-28,2018-07-08,4.77,51022,1,No,0,9,E104132,Yes
E104299,Male,31,Married,Ahmedabad,Finance,Accountant,Bachelors,0.0,Full-time,2012-10-08,,13.05,28933,5,No,1,3,E102757,No
E104300,Female,35,Single,Pune,Marketing,Content Specialist,Bachelors,12.6,Full-time,2009-01-28,,16.75,61662,2,No,2,5,E100574,No
E104301,Male,39,Single,Ahmedabad,Finance,Finance Manager,Bachelors,9.9,Full-time,2018-07-19,,7.28,54762,3,No,1,2,E103346,No
E104302,Female,31,Married,Mumbai,R&D,Research Analyst,Masters,4.7,Full-time,2022-10-23,,3.01,48969,3,No,0,10,E100790,No
E104303,Female,39,Married,Kolkata,Sales,Sales Manager,PhD,14.5,Full-time,2022-12-29,,2.83,60953,4,No,4,5,,No
E104304,Male,31,Single,Delhi,Marketing,Brand Manager,Masters,5.3,Contract,2011-10-26,,14.01,39391,3,No,2,5,E101549,No
E104305,Male,26,Married,Chennai,Marketing,Digital Marketing Executive,Bachelors,4.5,Full-time,2012-11-21,,12.93,41535,4,No,5,3,E102736,No
E104306,Female,28,Married,Pune,IT,Senior Developer,Bachelors,5.6,Contract,2015-04-23,2021-06-09,6.13,45245,1,No,2,6,E102740,Yes
E104307,Female,31,Single,Mumbai,R&D,Product Analyst,Bachelors,6.8,Full-time,2010-02-05,,15.73,54904,4,No,1,9,E101521,No
E104308,Male,30,Married,Hyderabad,Sales,Sales Representative,Bachelors,5.2,Full-time,2014-01-04,,11.81,45341,3,No,3,5,E103042,No
E104309,Male,33,Married,Chennai,Customer Support,Support Agent,Bachelors,1.2,Full-time,2013-04-21,,12.52,35102,1,No,2,5,E101414,No
E104310,Male,38,Single,Pune,HR,Recruiter,Masters,6.9,Contract,2012-12-31,2014-01-08,1.02,46619,1,No,3,8,E104554,Yes
E104311,Female,22,Single,Kolkata,Operations,Operations Executive,Masters,0.0,Full-time,2022-08-15,,3.2,31055,3,Yes,3,8,E100824,No
E104312,Male,24,Single,Mumbai,Customer Support,Support Agent,Masters,2.2,Full-time,2013-10-22,,12.02,33200,3,Yes,1,5,E103883,No
E104313,Male,26,Married,Mumbai,Sales,Sales Manager,Masters,2.6,Contract,2019-03-31,,6.58,39437,2,No,1,5,E104864,No
E104314,Male,32,Married,Chennai,HR,HR Executive,Masters,7.1,Full-time,2018-09-07,,7.14,43421,3,No,5,1,E104902,No
E104315,Male,31,Married,Bengaluru,Finance,Finance Manager,MBA,6.3,Full-time,2021-01-09,,4.8,43702,2,No,3,9,E102965,No
E104316,Male,33,Single,Hyderabad,Customer Support,Support Lead,Masters,7.2,Full-time,2025-04-11,,0.55,38169,4,No,2,8,E103605,No
E104317,Male,31,Married,Kolkata,Sales,Sales Manager,Bachelors,2.4,Full-time,2010-02-26,,15.67,36922,2,No,2,9,E103991,No
E104318,Female,32,Single,Ahmedabad,Operations,Operations Manager,Bachelors,9.7,Full-time,2020-11-14,2022-06-03,1.55,53072,3,No,0,4,,Yes
